id,categorie,phrase_fr,reference,ref_pos_tree,kuma_mt,nllb,google,pos_kuma,pos_nllb,pos_google,chrf_kuma,chrf_nllb,chrf_google,ktau_kuma,ktau_nllb,ktau_google,wo_kuma,wo_nllb,wo_google,pos_exact_kuma,pos_exact_nllb,pos_exact_google,pos_chrf_kuma,pos_chrf_nllb,pos_chrf_google,kuma_back_fr,google_back_fr,nllb_back_fr,sem_kuma,sem_google,sem_nllb
229,rule8_relative_splitting,Toi qui prends l'ennemi vivant,i bɛ júgu ɲɛ́nama,PRON AUX ADJ ADP,i mìn bɛ júgu ɲɛ́nama mɔ́n,E min bɛ i jugu ɲɛnama minɛ,Aw min bɛ jugu minɛ ni ɲɛnama ye,PRON X AUX ADJ ADP PUNCT,PRON X AUX PRON ADJ PUNCT VERB,PRON X AUX ADJ VERB ADP NOUN AUX,82.2,28.76,24.81,1.0,-1.0,0.0,True,True,True,0,0,0,67.32,33.18,48.05,,Toi qui attrapes l'ennemi vivant,"Toi qui prends la vie de ton ennemi,",0.0,68.15,61.16
230,rule9_valoir_peine_sov,cela vaut la peine de prendre un fusil,o bɛ buntu cɛ wà ka sàn,PRON AUX X NOUN CCONJ X VERB,o bɛ sɛ̀gɛn fìnya ka gàtan mɔ́n,a ka fisa ka marifa ta,a ka kan ka marifa ta,PRON AUX VERB X X VERB PUNCT,PRON ADP VERB X PUNCT VERB,PRON AUX VERB ADP PUNCT VERB,13.7,4.96,5.02,1.0,0.0,0.0,True,False,False,0,0,0,40.87,25.8,38.18,,il doit porter une arme à feu,il vaut mieux prendre une arme,0.0,11.98,34.94
231,rule6_restrictive_adj,tu ne serais que jaloux,i tɛ foyi yé ni jiliya tɛ,PRON AUX NOUN AUX X NOUN AUX,i tɛ na kɛ foyi yé ni kèle tɛ,i bɛ ɲagoya dɔrɔn de kɛ,i tun bɛna keleya dɔrɔn de kɛ,PRON AUX ADP VERB NOUN AUX X NOUN AUX,PRON AUX X ADV PART VERB,PRON AUX VERB PUNCT ADV PART VERB,46.65,8.08,8.51,0.533,0.0,0.0,True,True,False,0,0,0,80.55,29.06,25.06,,tu serais juste jaloux,tu n'es que jalouse,0.0,50.39,50.47
232,refl_actif_passe,il s'est lavé,a yé a jó,PRON AUX PRON VERB,a yé a jó,a ye a yɛrɛ ko,a ye a ko,PRON AUX PRON VERB,PRON AUX PRON DET VERB,PRON AUX PRON VERB,100.0,10.23,11.67,0.5,0.0,0.0,True,False,False,1,0,1,100.0,75.75,100.0,,il a dit la neige,Il se lava lui-même,0.0,15.35,19.12
233,refl_actif_present,elle se lave,a bɛ a jó,PRON AUX PRON VERB,a bɛ a jó,a bɛ a yɛrɛ ko,a bɛ ko,PRON AUX PRON VERB,PRON AUX PRON DET VERB,PRON AUX VERB,100.0,29.84,23.95,0.5,0.0,1.0,True,True,True,1,0,0,100.0,75.75,49.82,,il est lavé,"il se purifie lui-même,",0.0,22.05,11.37
234,refl_actif_emphase,il s'est lavé lui même,a yé a yɛrɛ jó,PRON AUX PRON DET VERB,a yé a yɛrɛ jó,a y'a yɛrɛ ko,a y'a yɛrɛ ko,PRON AUX PRON DET VERB,PRON X DET VERB,PRON X DET VERB,100.0,34.72,34.72,0.7,1.0,1.0,True,False,False,1,0,0,100.0,42.07,42.07,,il s'est lavé,Alors il se dit:,0.0,59.74,12.02
235,refl_accidentel_passe,il s'est blessé,a yé a yɛrɛ màjógin,PRON AUX PRON DET PUNCT,a yé a yɛrɛ màjógin,a ye a yɛrɛ jogin,a jogin na,PRON AUX PRON DET PUNCT,PRON AUX PRON DET PUNCT,PRON X ADP,100.0,30.87,11.44,0.7,0.667,0.0,True,False,False,1,1,0,100.0,100.0,14.57,,il a été blessé,il s'est blessé lui-même,0.0,37.39,86.6
236,refl_posture_passe,il s'est assis,a yé a sìgi,PRON AUX PRON VERB,a yé a sìgi,a y'i sigi,a y'i sigi,PRON AUX PRON VERB,PRON X VERB,PRON X VERB,100.0,15.18,15.18,0.5,0.0,0.0,True,False,False,1,0,0,100.0,27.43,27.43,,il s'est assis,et il s'assit,0.0,100.0,33.97
237,refl_idiom_locatif,il s'est mis à pleurer,a yé a yɛrɛ bìla kàsi la,PRON AUX PRON DET VERB NOUN ADP,a yé a yɛrɛ bìla kàsi la,a y'a daminɛ ka kasi,a y' a daminɛ ka kasi,PRON AUX PRON DET VERB NOUN ADP,PRON X VERB AUX VERB,PRON AUX PRON VERB AUX VERB,100.0,11.53,11.53,0.857,0.0,0.0,True,False,False,1,0,0,100.0,20.93,47.62,,elle a commencé à pleurer,et elle se mit à pleurer.,0.0,36.1,41.17
238,simple_iobj_present,Il me parle,a bɛ kúma n yé,PRON AUX VERB PRON AUX,a bɛ kúma n yé,A bɛ kuma ne fɛ,A bɛ kuma ne fɛ,PRON AUX VERB PRON AUX,PRON AUX NOUN PRON ADP,PRON AUX NOUN PRON ADP,100.0,21.12,21.12,1.0,1.0,1.0,True,True,True,1,0,0,100.0,44.17,44.17,,Il me parle,Il me parle,0.0,100.0,100.0
239,verb_serial_dative_me,elle me donne un livre,a bɛ kìtabu di n ma,PRON AUX X VERB PRON AUX,a bɛ kìtabu kelen di n ma,a bɛ kitabu dɔ di ne ma,a bɛ gafe dɔ di n ma,PRON AUX X NUM VERB PRON AUX,PRON AUX X X VERB PRON AUX,PRON AUX X X VERB PRON AUX,69.56,40.92,28.66,1.0,1.0,1.0,True,True,True,0,0,0,80.68,92.05,92.05,,il me tend un livre,et il me donna un livre.,0.0,36.03,50.99
240,content_question_modal_xcomp,Qu'est-ce qu'il pourrait faire ?,a bɛ se ka mún kɛ ?,PRON AUX VERB AUX PRON VERB PUNCT,a bɛ na se ka mún lámákùn ?,A bɛ se ka mun kɛ?,A tun bɛ se ka mun kɛ?,PRON AUX ADP VERB AUX PRON VERB PUNCT,PRON AUX VERB AUX PRON PUNCT,PRON AUX AUX VERB AUX PRON PUNCT,46.14,55.26,52.4,1.0,1.0,1.0,True,True,True,0,0,0,87.13,75.3,71.19,,Qu'aurait-il pu faire ?,Qu'est-ce qu'il peut faire?,0.0,31.76,68.81
241,future_have_material,Tu auras une voiture,móbili bɛ na i bóló,NOUN AUX ADP PRON ADP,i bɛ na wátiri sɔrɔ,I na mobili sɔrɔ,I bɛna kɛ ni mobili ye,PRON AUX ADP AUX VERB,PRON ADP AUX VERB,PRON AUX VERB ADP NOUN AUX,20.68,16.98,25.43,-0.333,-1.0,0.0,True,False,False,0,0,0,45.08,37.7,49.64,,Vous aurez une voiture,Vous trouverez une voiture,0.0,57.57,51.73
242,future_have_material,Elle aura de l'argent,wárí bɛ na a bóló,NOUN AUX ADP PRON ADP,a bɛ na wári sɔrɔ,A na wari sɔrɔ,Wari bɛna kɛ a bolo,PRON AUX ADP AUX VERB,PRON ADP AUX VERB,X AUX VERB PRON ADP,24.8,8.05,19.85,-0.333,-1.0,0.0,True,False,False,0,0,0,45.08,37.7,38.25,,Il aura de l'argent,Il gagnera de l'argent,0.0,76.8,62.78
243,future_have_abstract,J'aurai un frère,bálimakɛ bɛ na n fɛ,NOUN AUX ADP PRON ADP,n bɛ na bálimakɛ sɔrɔ,Ne bɛna balimakɛ dɔ sɔrɔ,Balimakɛ dɔ bɛna ne sɔrɔ,PRON AUX ADP NOUN VERB,PRON AUX NOUN X VERB,PROPN PRON AUX PRON VERB,54.32,36.92,41.89,-0.667,0.0,0.0,True,False,False,0,0,0,52.88,34.42,27.38,,Un frère me trouvera,Je trouverai un frère,0.0,40.55,62.47
244,future_have_abstract,Il aura du succès,[succès] bɛ na a fɛ,NOUN AUX ADP PRON ADP,a bɛ na táɲɛ sɔrɔ,A bɛ se ka ɲɛtaga kɛ,A bɛna ɲɛ sɔrɔ,PRON AUX ADP AUX VERB,PRON AUX VERB ADP NOUN VERB,PRON AUX NOUN VERB,15.75,7.86,15.05,-0.333,-1.0,0.0,True,True,False,0,0,0,45.08,37.72,34.88,,Il réussira,Il peut réussir,0.0,12.94,11.06
245,future_have_abstract_plur,Nous aurons des enfants,dénw bɛ na anw fɛ,NOUN AUX ADP PRON ADP,anw bɛ na dénw sɔrɔ,An bɛna denw sɔrɔ,An bɛna denw sɔrɔ,PRON AUX ADP NOUN VERB,PRON AUX NOUN VERB,PRON AUX NOUN VERB,47.96,20.18,20.18,-0.667,0.0,0.0,True,False,False,0,0,0,52.88,34.88,34.88,,Nous aurons des enfants,Nous allons avoir des enfants,0.0,100.0,58.51
246,future_have_material_neg,ils n'auront pas de voiture,móbili tɛ na ùw bóló,NOUN AUX ADP NOUN ADP,u tɛ na wátiri sɔrɔ,mobili tɛ u fɛ,u tɛna kɛ ni mobili ye,PRON AUX ADP AUX VERB,NOUN AUX PRON ADP,PRON AUX VERB ADP NOUN AUX,14.48,27.74,23.06,1.0,0.0,0.0,True,True,False,0,0,0,33.98,44.23,54.05,,ils n'auront pas de voiture,ils n'ont pas de voiture,0.0,100.0,74.45
247,past_transitive_avoir_eu,j'ai eu un mari,n yé cɛ sɔrɔ,PRON AUX NOUN VERB,n yé fúrucɛ sɔrɔ,ne ye cɛ sɔrɔ,Cɛ tun bɛ ne fɛ,PRON AUX AUX VERB,PRON AUX NOUN VERB,PROPN AUX AUX PRON ADP,55.92,52.37,3.55,1.0,1.0,0.0,True,False,True,0,1,0,48.59,100.0,30.14,,L'homme était avec moi,j'ai trouvé un homme,0.0,10.05,23.08
248,past_transitive_avoir_eu_plur,elle a eu des enfants,a yé dénw sɔrɔ,PRON AUX NOUN VERB,a yé dénw sɔrɔ,a ye denw sɔrɔ,a ye denw sɔrɔ,PRON AUX NOUN VERB,PRON AUX NOUN VERB,PRON AUX NOUN VERB,100.0,44.83,44.83,1.0,1.0,1.0,True,False,False,1,1,1,100.0,100.0,100.0,,elle a eu des enfants,et elle enfanta des fils et des filles.,0.0,100.0,36.6
249,past_transitive_avoir_eu,tu as eu de la chance,i yé diyaɲɔgɔnya sɔrɔ,PRON AUX NOUN VERB,i yé tère sɔrɔ,i ye ɲanamaya sɔrɔ,i ye hɛrɛ sɔrɔ,PRON AUX NOUN VERB,PRON AUX NOUN VERB,PRON AUX NOUN VERB,17.02,28.27,13.81,1.0,1.0,1.0,True,False,False,1,1,1,100.0,100.0,100.0,,tu as la paix,tu as trouvé la vie,0.0,16.73,16.66
250,past_transitive_avoir_eu,il a eu un problème,a yé [problème] sɔrɔ,PRON AUX NOUN VERB,a yé báasi sɔrɔ,gɛlɛya dɔ tun b'a la,gɛlɛya dɔ tun b' a la,PRON AUX NOUN VERB,VERB PRON AUX PRON ADP,VERB PRON AUX VERB PRON ADP,18.74,4.96,4.96,1.0,0.0,0.0,True,False,False,1,0,0,100.0,46.81,44.25,,il avait un problème,Il avait un problème.,0.0,64.19,63.23
251,past_transitive_avoir_eu_plur,nous avons eu des difficultés,anw yé [difficulté]w sɔrɔ,PRON AUX NOUN VERB,anw yé màgɛlɛyaw sɔrɔ,an ye gɛlɛya caman sɔrɔ,gɛlɛyaw tun b' an bolo,PRON AUX AUX VERB,PRON AUX NOUN ADJ VERB,NOUN AUX VERB PRON ADP,26.06,12.9,6.33,1.0,0.0,0.0,True,False,False,0,0,0,48.59,75.75,48.81,,nous avons eu des problèmes,nous avons rencontré de nombreuses difficultés,0.0,53.1,69.18
252,past_have_material,j'avais une voiture,móbili tùn bɛ n bóló,NOUN AUX AUX PRON ADP,wátiri tùn bɛ n bóló,mobili tun bɛ ne fɛ,Mobili tun bɛ n bolo,X AUX AUX PRON ADP,NOUN AUX AUX PRON ADP,PROPN AUX AUX PRON ADP,63.39,29.79,35.4,1.0,0.0,1.0,True,True,True,0,1,0,75.17,100.0,78.9,,J'avais une voiture en ma possession,j'avais une voiture avec moi,0.0,83.72,91.12
253,past_have_material,il avait de l'argent,wárí tùn bɛ a bóló,NOUN AUX AUX PRON ADP,wári tùn bɛ a fɛ,wari tun bɛ a bolo,wari tun b' a bolo,NOUN AUX AUX PRON ADP,NOUN AUX AUX PRON ADP,NOUN AUX VERB PRON ADP,37.6,24.71,12.09,1.0,1.0,0.0,True,True,False,1,1,0,100.0,100.0,59.31,,il avait l'argent,car il avait de l'argent à la main.,0.0,68.98,86.74
254,past_have_abstract_neg,elle n'avait pas de frère,bálimakɛ tùn tɛ a fɛ,NOUN AUX AUX PRON ADP,bálimakɛ tùn tɛ a fɛ,a tun tɛ kɔrɔcɛ ye,Balimakɛ si tun t'a fɛ,NOUN AUX AUX PRON ADP,PRON AUX AUX PRON AUX,PROPN NOUN AUX PRON ADP,100.0,10.99,34.52,1.0,-1.0,0.0,True,True,False,1,0,0,100.0,67.97,72.94,,Il n'avait pas de frères,il n'était pas frère,0.0,79.85,35.67
255,past_have_material_plur,nous avions un champ,foro tùn bɛ anw bóló,NOUN AUX AUX PRON ADP,fòro tùn bɛ anw fɛ,foro dɔ tun bɛ an fɛ,foro dɔ tun b' an bolo,NOUN AUX AUX PRON ADP,NOUN X AUX AUX PRON ADP,NOUN X AUX VERB PRON ADP,57.58,29.79,20.41,1.0,1.0,0.0,True,True,False,1,0,0,100.0,81.36,49.67,,nous avions une ferme,Il y avait un champ avec nous.,0.0,65.11,40.75
256,past_have_abstract,tu avais de la chance,diyaɲɔgɔnya tùn bɛ i fɛ,NOUN AUX AUX PRON ADP,tère tùn bɛ i fɛ,i ye ɲènamaya kè,i ye hɛrɛ sɔrɔ,NOUN AUX AUX PRON ADP,PRON AUX NOUN VERB,PRON AUX NOUN VERB,35.61,8.54,6.76,1.0,0.0,0.0,True,False,False,1,0,0,100.0,34.88,34.88,,tu as la paix,tu as fait une vie,0.0,14.34,14.57
257,optatif_plur,Que Dieu vous bénisse,Ala ka aw dɛmɛ,PROPN ADP PRON PUNCT,Dieu ka aw dùbabu,Ala ka aw duga,Ala ka barika don i la,PRON X PRON PUNCT,PROPN ADP PRON PUNCT,PROPN ADP X AUX PRON ADP,26.19,63.17,26.09,1.0,1.0,1.0,False,False,False,0,1,0,53.33,100.0,48.18,,que Dieu te bénisse,Que Dieu vous bénisse!,0.0,57.77,98.71
258,optatif,Qu'il vienne,a ka nà,PRON AUX VERB,a ka nà,A ka na,A ka na,PRON AUX VERB,PRON AUX ADP,PRON AUX ADP,100.0,32.67,32.67,1.0,1.0,1.0,False,False,False,1,0,0,100.0,52.13,52.13,,Il vient,Qu'il vienne,0.0,42.67,100.0
259,optatif_plur,Qu'ils partent,ùw ka táa,X AUX VERB,u ka táa,A' ye u bila ka taa.,U ka taa,PRON AUX VERB,PROPN AUX PRON VERB ADP PUNCT,PRON AUX VERB,48.93,14.68,19.03,1.0,0.0,0.0,False,False,False,0,0,0,71.6,26.12,71.6,,Laissez-les partir,Laisse-les donc aller.,0.0,23.9,8.1
260,optatif_abs,Que la paix règne,lafiɲa ka kɛ,X AUX VERB,hɛ́rɛ ka wó,Hɛrɛ ka kɛ yen,Hɛrɛ ka kɛ masakɛ ye,NOUN ADP PART,PROPN AUX VERB ADV,PROPN AUX VERB NOUN AUX,7.0,18.35,21.13,0.0,1.0,1.0,False,False,False,0,0,0,5.81,63.33,58.5,,La paix soit sur le roi,Que la paix soit avec vous!,0.0,30.41,49.84
261,optatif,Que tu réussisses,i ka dɔngɛ,PRON ADP VERB,i ka ɲɛ̀,Ne b'a fɛ i ka se ka ko ɲuman kɛ,Ko i ka ɲɛtaa sɔrɔ,PRON ADP NOUN,PRON X ADP PRON AUX VERB ADP VERB ADJ VERB,PART PRON ADP X VERB,16.8,12.78,15.45,1.0,0.667,1.0,False,False,False,0,0,0,50.9,50.76,60.91,,Que tu réussis,Je veux que tu sois à même de faire le bien.,0.0,79.42,21.6
262,optatif_plur,Que nous mangions ensemble,anw ka dún ɲɔgɔn fɛ,PRON AUX VERB PRON ADP,anw ka dúnli kɛ ánsanbulu,An ka dumuni kɛ ɲɔgɔn fɛ,Ko an bɛ dumuni kɛ ɲɔgɔn fɛ,PRON ADP NOUN VERB PUNCT,PRON ADP NOUN VERB PRON ADP,PART PRON AUX NOUN VERB PRON ADP,41.26,41.45,38.03,1.0,1.0,1.0,False,False,True,0,0,0,44.91,66.89,74.79,,Qu'on mange ensemble,Venez manger et buvez ensemble.,0.0,40.98,35.5
263,conj_verb_present,il mange et boit,a bɛ dún wa a bɛ mìn,PRON AUX VERB PART PRON AUX VERB,a bɛ dúnli kɛ wa jí,a bɛ dumuni kɛ ka minni kɛ,a bɛ dumuni kɛ ka minni kɛ,PRON AUX NOUN VERB PART NOUN,PRON AUX NOUN VERB ADP NOUN VERB,PRON AUX NOUN VERB ADP NOUN VERB,33.69,17.28,17.28,1.0,1.0,1.0,True,True,True,0,0,0,44.76,35.28,35.28,,il mange et boit,Il mange et il boit.,0.0,100.0,70.87
264,conj_verb_present,elle chante et danse,a bɛ donkili dón wa a bɛ [danser],PRON AUX NOUN AUX PART PRON AUX PUNCT,a bɛ lábalimali kɛ wa a bɛ dɔ̀n la,a bɛ dɔnkilila ka dɔnkilila,a bɛ dɔnkili da ani ka dɔn kɛ,PRON AUX NOUN VERB PART PRON AUX AUX ADP,PRON AUX X X VERB,PRON AUX NOUN VERB ADP AUX AUX VERB,21.35,20.54,28.53,0.2,1.0,1.0,True,True,True,0,0,0,64.32,20.15,40.84,,il chante et danse,Il est le chanteur et le chanteur,0.0,75.09,41.49
265,conj_verb_passe,il est venu et a mangé,a nàra wa a yé dún,PRON ADP PART PRON AUX PART,a nàra wa a yé dúnli kɛ,a nana dumuni kɛ,a nana dumuni kɛ,PRON ADP PART PRON AUX NOUN VERB,PRON VERB NOUN VERB,PRON VERB NOUN VERB,92.79,9.08,9.08,0.5,0.0,0.0,True,False,False,0,0,0,76.92,12.45,12.45,,il est venu manger,et il s'approcha pour manger.,0.0,57.02,18.57
266,modal_pouvoir,tu peux manger,i bɛ se ka dún,PRON AUX VERB AUX VERB,i bɛ se ka dúnli kɛ,i bɛ se ka dumuni kɛ,aw bɛ se ka dumuni kɛ,PRON AUX VERB ADP NOUN VERB,PRON AUX VERB AUX NOUN VERB,PRON AUX VERB AUX NOUN VERB,90.05,64.81,52.82,1.0,1.0,1.0,True,True,True,0,0,0,68.1,79.62,79.62,,tu peux manger la nourriture,tu peux manger,0.0,79.6,100.0
267,modal_pouvoir_neg,nous ne pouvons pas venir,anw tɛ se ka nà,PRON AUX VERB AUX VERB,anw tɛ se ka nà,an tɛ se ka na,an tɛ se ka na,PRON AUX VERB AUX VERB,PRON AUX VERB AUX ADP,PRON AUX VERB AUX ADP,100.0,56.92,56.92,1.0,1.0,1.0,True,True,True,1,0,0,100.0,74.85,74.85,,nous ne pouvons pas venir,nous ne pouvons pas venir,0.0,100.0,100.0
268,modal_pouvoir_plur,elles peuvent travailler,ùw bɛ se ka báara kɛ,NOUN AUX VERB ADP VERB VERB,u bɛ se ka báara kɛ,u bɛ se ka baara kɛ,u bɛ se ka baara kɛ,PRON AUX VERB ADP VERB VERB,PRON AUX VERB ADP VERB VERB,PRON AUX VERB ADP VERB VERB,85.08,54.06,54.06,1.0,1.0,1.0,True,True,True,0,0,0,85.25,85.25,85.25,,ils peuvent être utilisés,ils peuvent travailler,0.0,33.78,81.77
269,modal_pouvoir_past,il pouvait partir,a tùn bɛ se ka táa,PRON AUX AUX VERB AUX VERB,a tùn bɛ se ka táa,a bɛ se ka taa,a tun bɛ se ka taa,PRON AUX AUX VERB AUX VERB,PRON AUX VERB AUX VERB,PRON AUX AUX VERB AUX VERB,100.0,46.46,56.3,1.0,1.0,1.0,True,True,True,1,0,1,100.0,83.29,100.0,,il aurait pu partir,il peut s'en aller,0.0,42.47,11.44
270,modal_pouvoir_interrogative,peut-elle partir ?,a bɛ se ka táa wà ?,PRON AUX VERB AUX VERB PART PUNCT,a bɛ se ka táa wà ?,A bɛ se ka taa wa?,a bɛ se ka taa wa?,PRON AUX VERB AUX VERB PART PUNCT,PRON AUX VERB AUX VERB PUNCT,PRON AUX VERB AUX VERB PUNCT,100.0,47.79,56.3,1.0,1.0,1.0,True,True,True,1,0,0,100.0,78.91,78.91,,peut-il y aller ?,Est-ce qu'il peut y aller ?,0.0,29.8,25.23
271,modal_pouvoir_past_neg,il ne pouvait pas manger,a tùn tɛ se ka dún,PRON AUX AUX VERB AUX VERB,a tùn tɛ se ka dúnli kɛ,a tun tɛ se ka dumuni kɛ,a tun tɛ se ka dumuni kɛ,PRON AUX AUX VERB ADP NOUN VERB,PRON AUX AUX VERB AUX NOUN VERB,PRON AUX AUX VERB AUX NOUN VERB,92.79,51.51,51.51,1.0,1.0,1.0,True,True,True,0,0,0,73.29,82.97,82.97,,il ne pouvait pas manger,car il ne pouvait pas manger.,0.0,100.0,95.6
272,verb_serial_dative,il me donne de l'argent,a bɛ wárí di n ma,PRON AUX X VERB PRON AUX,a bɛ wári di n ma,a bɛ wari di ne ma,a bɛ wari di n ma,PRON AUX X VERB PRON AUX,PRON AUX X VERB PRON AUX,PRON AUX X VERB PRON AUX,58.47,29.3,40.47,1.0,1.0,1.0,True,True,True,1,1,1,100.0,100.0,100.0,,il me donne de l'argent,il me donne de l'argent,0.0,100.0,100.0
273,simple_iobj,elle lui parle,a bɛ kúma a yé,PRON AUX VERB PRON AUX,a bɛ kúma a yé,a bɛ kuma a fɛ,a bɛ kuma a fɛ,PRON AUX VERB PRON AUX,PRON AUX VERB PRON ADP,PRON AUX VERB PRON ADP,100.0,29.56,29.56,0.5,0.0,0.0,True,True,True,1,0,0,100.0,86.94,86.94,,il lui parle,et il lui parlait.,0.0,61.99,46.98
274,verb_serial_dative_plur,nous leur donnons du riz,anw bɛ màlo di ùw ma,PRON AUX PUNCT VERB NOUN AUX,anw bɛ iri di u ma,an bɛ pɔri di u ma,an bɛ tiga di u ma,PRON AUX X VERB PRON AUX,NOUN AUX X VERB PRON AUX,NOUN AUX X VERB PRON AUX,26.04,14.03,14.03,1.0,1.0,1.0,True,True,True,0,0,0,39.52,52.39,52.39,,on leur donne du riz,Nous leur donnons des pores,0.0,48.94,75.17
275,verb_serial_dative,je te donne un livre,n bɛ kìtabu di i ma,PRON AUX X VERB PRON AUX,n bɛ kìtabu kelen di i ma,ne bɛ kitabu dɔ di i ma,N bɛ gafe dɔ di aw ma,PRON AUX X NUM VERB PRON AUX,PRON AUX X X VERB PRON AUX,PRON AUX X X VERB PRON AUX,69.56,45.25,12.0,1.0,1.0,1.0,True,True,True,0,0,0,80.68,92.05,92.05,,je te donne un livre,Je te donne un livre,0.0,100.0,100.0
276,simple_iobj_plur,il nous parle,a bɛ kúma anw yé,PRON AUX VERB PRON AUX,a bɛ kúma anw yé,a bɛ kuma an fɛ,a bɛ kuma an fɛ,PRON AUX VERB PRON AUX,PRON AUX VERB PRON ADP,PRON AUX VERB PRON ADP,100.0,31.15,31.15,1.0,1.0,1.0,True,True,True,1,0,0,100.0,86.94,86.94,,il nous parle,il nous parle,0.0,100.0,100.0
277,refl_posture_present,il se lève,a bɛ a tín,PRON AUX PRON VERB,a bɛ láyɛ̀lɛn,a bɛ wuli,a bɛ wuli,PRON AUX VERB,PRON AUX VERB,PRON AUX VERB,16.33,16.03,16.03,1.0,1.0,1.0,True,True,True,0,0,0,49.82,49.82,49.82,,c'est agité,il se lève,0.0,5.95,100.0
278,refl_posture_passe,il s'est levé,a yé a tín,PRON AUX PRON VERB,a láyɛ̀lɛnna,a wulila,a wulila,PRON VERB,PRON VERB,PRON VERB,8.55,4.76,4.76,0.0,0.0,0.0,False,False,False,0,0,0,48.45,48.45,48.45,,il s'est levé,"et il se leva, et dit:",0.0,100.0,20.15
279,refl_accidentel_passe,elle s'est trompée,a yé a yɛrɛ tɔn,PRON AUX PRON DET PUNCT,a ŋànamura,a filila,a tun filila,PRON VERB,PRON X,PRON AUX VERB,6.29,3.27,6.17,0.0,0.0,0.0,False,False,False,0,0,0,12.59,14.49,31.21,,il s'est également trompé,il s'est trompé,0.0,49.46,66.37
280,refl_idiom_locatif,il s'est mis à travailler,a yé a yɛrɛ bìla báara la,PRON AUX PRON DET VERB PROPN ADP,a yé a yɛrɛ bìla báara la,a y'a daminɛ ka baara kɛ,a ye baara daminɛ,PRON AUX PRON DET VERB PROPN ADP,PRON X VERB ADP VERB VERB,PRON AUX X VERB,100.0,14.33,12.32,0.857,0.0,0.0,True,False,False,1,0,0,100.0,20.87,28.75,,il a commencé à travailler,et il commença à travailler,0.0,48.96,49.23
281,refl_actif_present,elle se regarde,a bɛ a yɛrɛ lajé,PRON AUX PRON DET VERB,a bɛ a yɛrɛ fílɛ,a bɛ a yɛrɛ filɛ,a b'a yɛrɛ lajɛ,PRON AUX PRON DET VERB,PRON AUX PRON DET VERB,PRON X DET VERB,57.84,57.84,62.13,0.5,0.5,1.0,True,True,False,1,1,0,100.0,100.0,42.07,,il se regarde,"il regarde en lui-même,",0.0,64.62,41.15
282,refl_actif_present_plur,nous nous préparons,anw bɛ anw yɛrɛ labɛn,PRON AUX PRON DET PUNCT,anw bɛ anw yɛrɛ fìri,an bɛ an yɛrɛ labɛn,an bɛ ka an labɛn,PRON AUX PRON DET PUNCT,NOUN AUX PRON DET PUNCT,NOUN AUX AUX PRON PUNCT,65.94,59.1,26.41,0.5,1.0,1.0,True,True,True,1,0,0,100.0,82.5,45.41,,nous nous préparons,Nous allons nous préparer.,0.0,100.0,68.12
283,refl_posture_present,elle se réveille,a bɛ a wuli,PRON AUX PRON VERB,a bɛ màkúnu,a bɛ wuli,a bɛ kunun,PRON AUX PUNCT,PRON AUX VERB,PRON AUX VERB,15.45,39.31,15.87,1.0,1.0,1.0,True,True,True,0,0,0,46.24,49.82,49.82,,il est réveillé,il se lève,0.0,46.03,14.77
284,imperative_locative,viens ici !,nà yàn,X ADV,nà yàn,"Na yan, na yan!",na yan!,X ADV,X AUX ADP PUNCT,X PUNCT,100.0,9.38,11.54,1.0,0.0,0.0,False,False,False,1,0,0,100.0,31.51,5.68,,venez ici!,"Viens ici, viens ici !",0.0,28.84,77.81
285,prohibitive_dem,ne fais pas ça !,kàna o kɛ,AUX PRON VERB,kàna o kùnnasìri,I kana o kɛ!,kana o kɛ !,AUX PRON PUNCT,PRON AUX PRON PUNCT,AUX PRON VERB PUNCT,56.1,45.73,47.42,1.0,0.0,1.0,False,False,False,0,0,0,49.73,47.01,89.23,,ne fais pas ça !,Ne le fais pas!,0.0,100.0,60.75
286,imperative_iobj,aide-moi !,n dɛmɛ,PRON PUNCT,n bólodɛ̀mɛ,Aw bɛ ne dɛmɛ!,n dɛmɛ!,PRON PUNCT,PRON AUX PRON PUNCT,PRON PUNCT,24.68,43.88,92.45,0.0,0.0,0.0,False,True,False,1,0,1,100.0,81.77,100.0,,aide-moi!,Vous m'avez aidé.,0.0,100.0,15.46
287,prohibitive,ne pleure pas !,kàna kàsi,AUX VERB,kàna kàsi,I kana kasi!,kana kasi !,AUX VERB,PRON AUX PUNCT,AUX VERB PUNCT,100.0,21.27,21.83,1.0,0.0,0.0,False,False,False,1,0,0,100.0,15.88,80.72,,ne pleure pas !,Ne pleure pas !,0.0,100.0,100.0
288,imperative_adv,mange vite !,dún joona,PART PUNCT,dúnli kɛ súwɛ,Aw bɛ dumuni kɛ joona!,dumuni kɛ joona!,NOUN VERB PUNCT,PRON AUX NOUN VERB PUNCT,NOUN VERB PUNCT,12.73,33.01,36.44,0.0,0.0,0.0,False,True,False,0,0,0,32.0,30.35,32.0,,mange vite !,Allez vite manger!,0.0,100.0,43.83
289,prohibitive_object,ne bois pas l'eau !,kàna jí mìn,AUX NOUN DET,kàna jí jí,I kana ji min!,Aw kana ji min!,AUX NOUN NOUN,PRON AUX NOUN PUNCT,PRON AUX NOUN PUNCT,51.82,16.86,16.49,0.667,0.0,0.0,False,False,False,0,0,0,56.21,51.33,51.33,,Ne buvez pas d'eau !,Ne bois pas d'eau!,0.0,31.98,69.53
